"ID","Sex","BirthYear","FinalYear","GroupSize","HelpersF","Siblings","TQ","TranslocatedF","MotherID","FatherID","DominantMaleID","AgeMother","AgeFather","DominantMaleAge","LRS1YEAR","Event","ReproLifespan"
1705,0,2002,2005,2,0,0,17334.968263,0,912,1348,1348,8.21369863013699,4.05753424657534,4.05753424657534,4,1,2
1706,1,2001,2002,2,0,0,26349.357485,0,1186,1221,1184,5.42739726027397,4.4958904109589,5.41369863013699,0,1,0
1709,1,2001,2005,2,0,0,101308.10473,0,1049,1608,1608,5.41643835616438,1.11506849315068,1.11506849315068,1,1,1
1710,1,2002,2016,3,0,0,30471.5389145,0,524,1566,634,8.85205479452055,2.62739726027397,8.84931506849315,7,1,10
1711,1,2001,2005,2,0,0,153891.11475,0,1158,1396,1367,5.45479452054794,3.33424657534247,3.32602739726027,2,1,2
1714,1,2001,2004,3,0,0,17011.455516,1,1222,494,494,4.11232876712329,11.4904109589041,11.4904109589041,NA,0,NA
1715,0,2001,2002,3,0,0,35464.881615,0,1043,676,1569,6.10684931506849,8.08493150684932,2.71232876712329,0,1,0
1716,0,2002,2015,3,1,0,35464.881615,0,1043,1412,1569,7.01643835616438,4.07945205479452,3.62191780821918,7,1,10
1718,1,2001,2005,2,0,0,80037.50052,0,858,1533,3226,7.49315068493151,2.32328767123288,1.45753424657534,0,1,0
1719,1,2001,2005,3,0,0,41781.723355,0,1247,494,1020,4.94794520547945,11.4931506849315,6.15068493150685,0,1,0
1720,1,2001,2006,2,0,0,63160.023325,0,1532,911,911,2.35616438356164,7.60821917808219,7.60821917808219,2,1,1
1721,1,2001,2004,2,0,0,30431.2319705,1,1511,1499,1499,2.7013698630137,2.38082191780822,2.38082191780822,NA,0,NA
1722,1,2001,2012,3,0,0,158963.897855,0,1401,1185,1551,3.96712328767123,5.1013698630137,2.09315068493151,2,1,3
1723,1,2002,2004,2,0,0,49670.924105,0,1550,1040,1166,2.68767123287671,6.87945205479452,5.56164383561644,1,1,1
1724,1,2001,2004,2,0,0,36922.6349,0,444,1165,1166,8.72054794520548,5.14794520547945,4.80821917808219,1,1,1
1725,0,2002,2005,2,0,0,34368.282865,0,1506,1359,1359,2.41095890410959,3.42191780821918,3.42191780821918,2,1,2
1728,1,2002,2005,2,0,0,87858.949325,0,639,1610,1610,7.71780821917808,1.14794520547945,1.14794520547945,0,1,0
1729,1,2001,2015,2,0,0,67227.1205135,0,604,1221,921,8.15068493150685,4.2,7.26849315068493,10,1,9
1730,1,2002,2004,3,0,1,102470.85415,1,1612,1199,1425,1.14520547945205,5.47671232876712,2.77260273972603,NA,0,NA
1731,1,2002,2013,3,0,0,70946.760025,0,1701,1566,1585,0.950684931506849,2.79452054794521,2.12328767123288,5,1,8
1735,0,2001,2004,3,0,0,18124.03051,0,1190,917,1191,5.14246575342466,7.27671232876712,5.14246575342466,2,1,3
1736,0,2002,2004,4,1,0,23626.20612,0,1218,1542,1542,6.03287671232877,2.86849315068493,2.86849315068493,0,1,0
1739,1,2002,2008,2,0,1,52568.51958,0,932,1557,1368,8.13150684931507,2.81369863013699,5.01643835616438,5,1,4
1740,0,2001,2009,NA,0,0,32696.948115,0,930,1485,1485,7.26301369863014,3.12876712328767,3.12876712328767,4,1,5
1742,1,2002,2008,2,0,0,31531.113345,0,1510,1542,1396,3.10684931506849,2.84657534246575,3.93150684931507,4,1,4
1743,1,2002,2009,2,0,0,14994.66701,0,1415,1666,1666,3.95890410958904,1.04383561643836,1.04383561643836,0,1,0
1745,1,2002,2004,3,0,0,76683.32275,0,1369,1504,1032,4.48767123287671,2.58904109589041,5.57260273972603,0,1,0
1746,0,2002,2003,2,0,1,58294.84802,0,949,1540,1540,6.91232876712329,2.76986301369863,2.76986301369863,0,1,0
1747,1,2002,2004,2,0,0,21124.1399325,0,826,1590,1590,8.16986301369863,2.12054794520548,2.12054794520548,0,1,0
1749,1,2002,2003,2,0,0,31209.821405,0,1674,1029,1029,0.695890410958904,6.15068493150685,6.15068493150685,0,1,0
1750,1,2002,2015,2,0,0,23444.67228,0,1362,1187,1509,3.95890410958904,5.7041095890411,3.34246575342466,10,1,11
1751,1,2001,2003,2,0,0,119671.798115,0,845,1276,1276,7.25479452054795,4.63835616438356,4.63835616438356,0,1,0
1752,1,2002,2010,NA,0,0,7690.163908,0,1200,1553,1553,6.09041095890411,2.87945205479452,2.87945205479452,5,1,5
1753,0,2002,2011,3,0,0,14134.33412,0,1244,1188,1188,4.72876712328767,5.18082191780822,5.18082191780822,5,1,7
1754,1,2001,2008,2,0,0,8569.633983,0,1355,1234,1357,3.78904109589041,4.16986301369863,4.11506849315068,4,1,6
1756,1,2001,2005,2,0,0,14134.33412,0,1244,1178,1188,4.38904109589041,5.18356164383562,4.84109589041096,0,1,0
1758,0,2002,2004,2,0,0,25963.73194,1,1757,1523,1523,0.794520547945205,3.06575342465753,3.06575342465753,NA,0,NA
1759,1,2001,2006,2,0,0,24859.202727,0,522,1360,1360,8.2,4.08219178082192,4.08219178082192,1,1,1
1760,0,2001,2006,2,0,0,25158.9474315,0,1380,602,602,4.16986301369863,8.23561643835616,8.23561643835616,3,1,4
1761,1,2002,2003,4,0,0,26349.357485,0,1186,921,1221,6.0027397260274,8.13972602739726,5.07123287671233,0,1,0
1762,1,2002,2020,2,0,0,28574.932055,0,927,501,501,8.34520547945205,8.50958904109589,8.50958904109589,NA,0,NA
1763,0,2002,2013,2,0,0,25148.78591,0,1152,1349,1349,5.09315068493151,3.8958904109589,3.8958904109589,9,1,9
1764,0,2003,2005,3,0,0,3904.914362,0,1222,1684,1684,5.31780821917808,2.29041095890411,2.29041095890411,1,1,1
1765,0,2002,2011,2,0,0,87312.293135,1,628,1358,1358,8.90684931506849,4.4958904109589,4.4958904109589,NA,0,NA
1766,1,2003,2009,3,1,0,14994.66701,0,1415,1666,1666,4.48493150684931,1.56986301369863,1.56986301369863,1,1,1
1767,1,2002,2007,3,0,0,32696.948115,0,930,1485,1485,8.02465753424658,3.89041095890411,3.89041095890411,4,1,3
1768,1,2003,2004,3,0,0,15620.29485,0,1361,1590,51,4.58356164383562,2.77260273972603,16.0438356164384,0,1,0
1769,1,2003,2009,3,0,0,16081.44724,0,1024,1412,1616,7.64657534246575,4.66849315068493,2.25205479452055,3,1,3
1770,1,2003,2004,3,0,0,16081.44724,0,1024,1412,1616,7.72876712328767,4.75068493150685,2.33424657534247,0,1,0
1771,0,2001,2003,3,0,0,32203.137465,0,925,1020,1287,7.21369863013699,5.8027397260274,3.76712328767123,2,1,2
1773,1,2002,2005,4,0,0,26349.357485,0,1186,1184,1221,5.94794520547945,5.93424657534247,5.01643835616438,3,1,1
1774,1,2002,2008,2,0,0,17847.676665,0,1501,507,1606,3.82465753424658,9.31506849315068,2.32054794520548,3,1,2
1775,1,2002,2007,2,0,0,28586.448363,0,458,499,499,9.88493150684931,8.97808219178082,8.97808219178082,3,1,3
1776,0,2002,2008,2,0,0,31531.113345,0,1510,1542,1396,3.36712328767123,3.10684931506849,4.19178082191781,1,1,1
1777,1,2003,2009,3,0,0,25667.31404,0,1017,1018,1018,10.641095890411,7.40821917808219,7.40821917808219,2,1,2
1778,0,2002,2007,2,0,0,24843.6270385,0,951,1196,1196,7.35068493150685,6.28493150684931,6.28493150684931,3,1,3
1779,0,2002,2008,2,0,0,14291.24842,0,1387,1670,1427,3.89315068493151,0.931506849315068,3.25205479452055,2,1,2
1780,1,2002,2005,NA,0,0,5592.282836,0,1491,1356,NA,3.26575342465753,5.24931506849315,NA,0,1,0
1783,1,2003,2010,3,0,0,23100.93401,0,1305,1595,1595,5.3972602739726,2.98630136986301,2.98630136986301,2,1,2
1784,1,2002,2004,2,0,0,25158.9474315,1,1380,1395,1756,5.27397260273973,5.2,1.13698630136986,NA,0,NA
1785,1,2002,2005,2,0,0,59263.60375,0,1155,453,1570,6.34794520547945,10.2602739726027,3.0986301369863,0,1,0
1786,1,2002,2003,3,0,0,52939.30393,0,1538,1539,1539,2.96438356164384,2.8,2.8,0,1,0
1787,1,2002,2008,3,0,0,27135.360705,0,503,1184,1214,9.35616438356164,6.31780821917808,5.61095890410959,2,1,5
1788,1,2002,2007,4,1,0,158963.897855,0,1401,1551,1551,5.18356164383562,3.30958904109589,3.30958904109589,2,1,4
1790,0,2002,2008,3,0,0,91475.20536,0,1403,1533,849,5.17534246575342,3.21643835616438,8.41643835616438,4,1,4
1791,0,2002,2011,2,0,0,59914.933529,1,1172,544,1171,6.01917808219178,8.99452054794521,6.01917808219178,NA,0,NA
1793,1,2002,2004,2,0,0,55805.929735,0,1275,1610,1587,4.68219178082192,1.69315068493151,2.95342465753425,0,1,0
1794,1,2002,2004,2,0,0,22782.17313,0,1382,1677,1751,4.95890410958904,0.624657534246575,0.843835616438356,1,1,2
1796,1,2002,2007,2,0,0,61129.09901,0,1437,1196,1578,3.72054794520548,6.01643835616438,2.14794520547945,5,1,3
1798,0,2003,2010,3,0,0,26072.96027,0,1588,1581,1581,3.28493150684932,3.29315068493151,3.29315068493151,1,1,4
1799,1,2002,2004,2,0,0,22458.105515,0,869,1188,NA,7.41643835616438,6.03835616438356,NA,0,1,0
1800,0,2002,2007,2,0,0,22458.105515,0,1193,1495,NA,6.06575342465753,3.00547945205479,NA,1,1,4
1801,1,2002,2013,3,0,0,119671.798115,0,845,1276,1276,8.49041095890411,5.87397260273973,5.87397260273973,6,1,5
1803,0,2002,2011,2,0,0,32193.1863215,1,1580,1040,1040,2.18356164383562,7.07671232876712,7.07671232876712,NA,0,NA
1804,1,2003,2008,2,0,0,13625.73645,0,1532,911,911,3.94794520547945,9.2,9.2,1,1,1
1805,0,2003,2010,2,0,0,9903.147155,0,1193,1590,1590,7.05205479452055,3.13972602739726,3.13972602739726,1,1,1
1806,1,2003,2004,3,1,1,20369.75236,0,1597,1587,6073,3.30958904109589,3.99452054794521,1.04383561643836,0,1,0
1807,0,2002,2003,3,0,0,57941.43108,0,1271,1593,1593,5.89041095890411,2.50958904109589,2.50958904109589,0,1,0
1808,1,2003,2008,3,0,0,11063.51832,0,1403,849,849,5.8958904109589,9.13698630136986,9.13698630136986,2,1,4
1819,1,2003,2012,2,0,0,8382.289209,0,1355,1802,1802,5.66575342465753,0.986301369863014,0.986301369863014,0,1,0
1820,1,2003,2004,2,0,0,24576.1869,1,1700,1221,1221,1.62191780821918,6.0958904109589,6.0958904109589,NA,0,NA
1821,0,2002,2016,2,0,1,59914.933529,0,1172,1171,1171,6.1013698630137,6.1013698630137,6.1013698630137,4,1,5
1822,1,2002,2005,NA,0,0,NA,0,938,1381,NA,8.17534246575342,5.03561643835616,NA,0,1,0
1823,1,2002,2008,2,0,1,59914.933529,0,1172,1171,1171,6.10958904109589,6.10958904109589,6.10958904109589,0,1,0
1824,0,2003,2015,2,0,0,9548.390541,0,1419,1287,1795,4.35890410958904,5.73698630136986,1.04109589041096,5,1,10
1825,0,2003,2004,4,1,0,12909.90373,1,1506,1500,1359,4.01095890410959,4.23013698630137,5.02191780821918,NA,0,NA
1826,0,2003,2020,2,0,0,7390.631607,0,1536,1787,1787,3.91780821917808,0.736986301369863,0.736986301369863,NA,0,NA
1827,0,2002,2013,2,0,0,147281.65856,0,1563,1572,1572,3.71780821917808,2.56986301369863,2.56986301369863,4,1,6
1828,0,2003,2006,2,0,0,5460.344909,0,1508,1754,1754,4.37808219178082,1.89315068493151,1.89315068493151,1,1,1
1829,1,2003,2013,2,0,0,17348.07839,0,1190,1489,1489,7.0986301369863,4.05479452054795,4.05479452054795,3,1,9
1830,0,2003,2005,4,1,0,18554.82433,0,1271,1395,1593,6.54520547945206,5.95342465753425,3.16438356164384,0,1,0
1831,1,2003,2008,3,1,0,25963.73194,0,1757,1523,1523,1.9041095890411,4.17534246575342,4.17534246575342,1,1,2
1833,0,2003,2004,2,0,0,25333.78405,1,1559,1031,1591,3.86301369863014,7.14520547945205,3.16986301369863,NA,0,NA
1843,1,2003,2004,3,1,0,62643.40854,1,1490,1287,1031,4.16438356164384,5.75616438356164,7.15616438356164,NA,0,NA
1844,1,2003,2004,3,1,0,14994.66701,1,1415,1040,1666,4.96164383561644,8.06301369863014,2.04657534246575,NA,0,NA
1847,0,2003,2004,2,0,0,11174.09991,1,1763,1287,1287,1.1972602739726,5.76164383561644,5.76164383561644,NA,0,NA
1848,1,2003,2010,2,0,0,9422.546209,0,1059,1666,1500,7.09041095890411,2.07671232876712,4.25479452054795,2,1,1
1849,0,2003,2004,2,0,1,11537.43571,1,601,506,506,10.1068493150685,10.1123287671233,10.1123287671233,NA,0,NA
1851,0,2003,2009,NA,0,0,155763.104135,0,1195,1045,NA,6.10684931506849,6.45205479452055,NA,0,1,1
1854,0,2003,2009,3,0,1,8893.811333,0,1771,1187,1187,1.9972602739726,6.76438356164384,6.76438356164384,5,1,6
1856,1,2003,2004,2,0,1,25148.78591,1,1753,1349,1349,1.57808219178082,5.0986301369863,5.0986301369863,NA,0,NA
1857,0,2003,2014,2,0,1,25148.78591,0,1753,1349,1349,1.57808219178082,5.0986301369863,5.0986301369863,3,1,10
1858,1,2003,2004,2,0,0,12469.11901,1,825,1611,1611,9.24657534246575,3.11506849315069,3.11506849315069,NA,0,NA
1864,0,2003,2013,2,0,0,24210.9560745,0,1503,1209,507,4.56164383561644,6.03287671232877,10.0602739726027,4,1,8
1865,0,2003,2007,2,0,0,28586.448363,0,458,1268,499,11.1013698630137,5.66027397260274,10.1945205479452,1,1,1
1866,1,2003,2004,3,1,0,26952.8335,1,1409,1209,1209,4.94246575342466,6.05479452054795,6.05479452054795,NA,0,NA
1867,1,2003,2008,3,0,0,47617.41913,0,1674,1029,1029,1.70958904109589,7.16438356164384,7.16438356164384,1,1,1
1868,1,2003,2018,2,0,0,23345.88033,0,1384,1553,1370,5.01917808219178,3.85479452054795,6.04931506849315,NA,1,NA
1869,1,2003,2015,2,0,0,7705.566161,0,832,1604,1604,9.19178082191781,2.75342465753425,2.75342465753425,4,1,9
1870,0,2003,2004,2,0,0,9287.201724,0,1892,1754,1356,1.86301369863014,1.88493150684932,6.01095890410959,0,1,0
1871,1,2003,2009,3,0,0,29991.94051,0,1401,1524,1788,5.62739726027397,3.65205479452055,0.443835616438356,2,1,5
1873,0,2003,2004,2,0,0,19374.1648255,1,1550,1724,1166,4.20547945205479,2.27123287671233,7.07945205479452,NA,0,NA
1877,1,2003,2019,3,1,1,17832.86603,0,1893,1524,1524,1.76438356164384,4.06849315068493,4.06849315068493,NA,0,NA
1878,1,2001,2006,2,0,0,82708.122135,0,862,1524,1489,7.47945205479452,2.31780821917808,2.40547945205479,0,1,0
1879,0,2003,2004,3,0,0,17847.676665,0,1501,1606,1606,4.70958904109589,3.20547945205479,3.20547945205479,0,1,0
1881,1,2003,2015,3,0,0,48552.08447,0,1155,453,1570,7.12602739726027,11.0383561643836,3.87671232876712,7,1,10
1882,1,2003,2004,3,0,0,14484.55045,1,639,1610,1610,9.03835616438356,2.46849315068493,2.46849315068493,NA,0,NA
1884,1,2003,2004,3,1,0,4457.608623,1,1580,1512,1040,3.16712328767123,4.00821917808219,8.06027397260274,NA,0,NA
1885,0,2003,2004,3,0,0,16081.44724,0,1024,1412,1616,8.14246575342466,5.16438356164384,2.74794520547945,0,1,0
1886,1,2002,2010,2,0,0,129574.76534,0,1517,544,544,3.89315068493151,9.0027397260274,9.0027397260274,4,1,6
1887,1,2003,2004,2,0,0,11688.91682,1,1429,1759,1886,4.64931506849315,1.94520547945205,1.12876712328767,NA,0,NA
1888,0,2003,2004,5,0,0,61805.48058,1,2987,1676,1368,0.734246575342466,1.7013698630137,6.07671232876712,NA,0,NA
1889,0,2003,2004,3,1,1,17832.86603,0,1170,1609,1524,6.43561643835616,2.29315068493151,4.1013698630137,0,1,0
1890,1,2003,2008,2,0,0,19171.22598,0,1735,1381,1381,1.92602739726027,6.00821917808219,6.00821917808219,0,1,0
1891,0,2002,2005,NA,0,0,141675.41462,0,1541,509,NA,2.67671232876712,8.89041095890411,NA,2,1,2
1892,0,2001,2005,2,0,0,12943.8375105,0,832,1534,523,7.33150684931507,3.06301369863014,8.20547945205479,3,1,2
1893,0,2001,2006,3,0,0,91475.20536,0,1403,849,849,4.26301369863014,7.5041095890411,7.5041095890411,3,1,4
1894,1,2002,2003,3,0,0,27135.360705,0,503,1214,1214,8.56986301369863,4.82465753424658,4.82465753424658,0,1,0
1895,0,2003,2010,3,1,0,6092.856566,0,912,1348,1348,9.3013698630137,5.14520547945205,5.14520547945205,2,1,4
1896,1,2003,2004,3,0,0,23100.93401,1,1305,1595,1595,5.84109589041096,3.43013698630137,3.43013698630137,NA,0,NA
1897,1,2003,2010,2,0,0,15132.78391,0,927,501,501,9.28219178082192,9.44657534246575,9.44657534246575,2,1,4
2959,0,2003,2010,4,0,0,13759.1804,0,919,510,510,8.9972602739726,9.87671232876712,9.87671232876712,1,1,1
2960,1,2003,2016,3,0,0,23858.3365,0,1369,1744,1744,6.18356164383562,2.03835616438356,2.03835616438356,3,1,11
2962,1,2004,2007,3,0,0,18583.07436,0,1763,1287,1287,1.8,6.36438356164384,6.36438356164384,0,1,1
2963,0,2004,2010,3,0,0,9060.223369,0,1672,1533,1533,2.4986301369863,4.40821917808219,4.40821917808219,5,1,6
2964,1,2002,2008,2,0,0,25333.78405,0,1559,1435,1591,3.23835616438356,3.53150684931507,2.54520547945205,1,1,1
2966,1,2004,2018,3,0,0,16109.513775,0,1605,497,497,3.30684931506849,10.6438356164384,10.6438356164384,NA,1,NA
2968,0,2003,2013,4,1,0,20755.06242,0,459,176,1670,11.1479452054795,15.0602739726027,2.18630136986301,5,1,7
2970,0,2003,2004,2,0,0,18409.54482,1,1437,634,1722,4.55890410958904,9.87397260273973,1.75616438356164,NA,0,NA
2972,1,2003,2004,2,0,0,16188.67596,0,1042,176,176,6.90684931506849,14.7178082191781,14.7178082191781,2,1,1
2974,1,2004,2017,4,0,0,25577.7872405,0,1024,1412,1616,8.61369863013699,5.63561643835616,3.21917808219178,6,1,11
2975,0,2004,2006,2,0,0,18419.212893,0,1532,911,911,4.47397260273973,9.72602739726027,9.72602739726027,1,1,1
2977,0,2004,2006,2,0,0,19657.838265,0,1717,1196,1797,2.46849315068493,7.55616438356164,1.1972602739726,0,1,0
2978,0,2003,2013,2,0,0,9287.201724,0,1892,1356,1356,1.69315068493151,5.84109589041096,5.84109589041096,2,1,7
2980,1,2004,2008,2,0,0,10697.05988,0,1758,1695,1695,1.59452054794521,2.41917808219178,2.41917808219178,1,1,1
2981,0,2003,2007,4,0,0,9945.83441,0,1888,1695,1368,0.189041095890411,2.11780821917808,6.26575342465753,1,1,1
2982,0,2003,2008,2,0,0,5592.282836,0,1491,1604,1823,4.16164383561644,2.89041095890411,1.1041095890411,1,1,1
2983,0,2003,2008,3,0,0,23376.15158,0,1672,1533,1533,1.76164383561644,3.67123287671233,3.67123287671233,0,1,0
2984,0,2003,2009,3,0,0,30458.04242,0,1589,929,929,3.12328767123288,8.96164383561644,8.96164383561644,0,1,1
2985,0,2003,2010,3,0,0,37195.598495,0,1765,921,1752,1.41095890410959,9.45205479452055,1.22191780821918,6,1,7
2986,0,2004,2015,2,0,0,22790.306615,0,869,453,453,8.67945205479452,11.5780821917808,11.5780821917808,0,1,0
2987,0,2002,2004,2,0,0,52568.51958,0,308,1368,1368,12.2931506849315,5.34246575342466,5.34246575342466,3,1,2
2988,1,2004,2010,3,0,0,13048.5348865,0,930,1485,1485,9.75342465753425,5.61917808219178,5.61917808219178,2,1,2
2990,1,2004,2010,2,0,0,11676.4626575,0,1042,453,1577,7.7041095890411,11.6054794520548,3.95068493150685,5,1,4
2991,1,2003,2017,2,0,0,22103.30533,0,832,1435,1604,9.5013698630137,4.44931506849315,3.06301369863014,4,1,7
3000,1,2004,2007,3,0,0,15604.24131,0,1735,1381,1381,2.56986301369863,6.65205479452055,6.65205479452055,0,1,1
3001,1,2004,2005,2,0,0,16348.437785,0,1725,1610,1610,2.24109589041096,3.38356164383562,3.38356164383562,0,1,0
3002,0,2003,2013,2,0,0,24047.72024,0,1782,1495,1495,1.4027397260274,4.32602739726027,4.32602739726027,8,1,9
3003,0,2004,2007,3,0,0,9193.9343435,0,1247,1795,1714,7.24109589041096,1.71232876712329,2.2958904109589,3,1,3
3005,1,2004,2009,2,0,0,6837.374984,0,1437,1579,1722,5.76712328767123,4.19452054794521,2.96438356164384,0,1,1
3009,0,2004,2006,4,1,1,4342.640802,0,1705,1750,1750,2.03287671232877,2.05479452054795,2.05479452054795,1,1,1
3010,0,2004,2005,3,1,0,36346.33269,0,1740,1729,1729,2.93972602739726,2.96438356164384,2.96438356164384,0,1,0
3011,1,2004,2006,3,0,0,9681.222962,0,1401,1788,1788,6.93972602739726,1.75616438356164,1.75616438356164,0,1,0
3015,1,2004,2005,2,0,0,11399.2963,0,1510,1723,1723,5.19452054794521,2.24657534246575,2.24657534246575,0,1,0
3017,0,2004,2007,3,0,0,22613.87246,0,1415,1018,1743,6.06849315068493,8.86849315068493,2.10958904109589,0,1,0
3018,0,2004,2005,2,0,0,9485.536362,0,1854,1029,1029,1.06301369863014,8.23013698630137,8.23013698630137,0,1,0
3019,1,2004,2008,2,0,0,7164.249355,0,1042,453,1577,8.14794520547945,12.0493150684932,4.39452054794521,0,1,0
3020,1,2004,2007,3,1,0,36346.33269,0,1772,1729,1729,1.57808219178082,3.14246575342466,3.14246575342466,0,1,0
3021,1,2004,2008,2,0,0,5223.381363,0,1558,1699,1699,5.06301369863014,2.77534246575342,2.77534246575342,0,1,0
3022,0,2003,2014,NA,0,0,27793.016445,0,1760,2972,NA,2.23561643835616,0.578082191780822,NA,4,1,7
3024,1,2004,2007,2,0,0,7573.494803,0,1791,1509,1509,2.26301369863014,5.57260273972603,5.57260273972603,0,1,0
3085,0,2004,2017,2,0,0,25992.04881,0,1763,1287,1287,2.37534246575342,6.93972602739726,6.93972602739726,5,1,9
3087,1,2004,2020,3,0,0,12184.42952,0,1753,1775,1775,2.6,2.16986301369863,2.16986301369863,NA,0,NA
3088,1,2004,2005,2,0,0,19778.29423,0,1429,1886,1886,5.81643835616438,2.2958904109589,2.2958904109589,0,1,0
3089,1,2004,2020,2,0,0,30905.84217,0,1617,1610,1494,4.28767123287671,3.98630136986301,5.27945205479452,NA,0,NA
3090,0,2004,2008,2,0,0,11815.1875665,0,1362,1509,1509,5.73424657534247,5.11780821917808,5.11780821917808,1,1,3
3091,0,2004,2007,2,0,0,15979.60673,0,1665,1623,1623,2.94794520547945,3.3013698630137,3.3013698630137,0,1,0
3092,0,2004,2007,2,0,0,18096.71795,0,1892,1356,1356,3.0986301369863,7.24657534246575,7.24657534246575,0,1,0
3093,1,2004,2011,2,0,0,11276.238769,1,1852,1358,1358,1.2,6.89041095890411,6.89041095890411,NA,0,NA
3094,0,2004,2018,2,0,0,3420.73597,0,1891,1523,1785,2.27945205479452,5.22465753424658,1.81917808219178,NA,1,NA
3444,0,2005,2010,2,0,0,20529.167375,0,1764,1711,1711,1.81917808219178,3.03287671232877,3.03287671232877,1,1,2
3445,1,2005,2008,3,0,0,12246.931016,0,1605,497,497,4.41643835616438,11.7534246575342,11.7534246575342,0,1,0
3447,1,2005,2006,5,1,0,8481.6239885,0,1501,1773,1606,6.27671232876712,2.79452054794521,4.77260273972603,0,1,0
3449,0,2005,2009,2,0,0,14785.8441795,0,1614,1767,1767,3.91506849315068,2.82465753424658,2.82465753424658,1,1,3
3450,0,2005,2007,2,0,0,18899.8739635,0,1506,1720,1720,5.68767123287671,3.28767123287671,3.28767123287671,0,1,0
3451,0,2005,2017,2,0,0,10880.9320035,0,2987,1739,1739,2.39178082191781,2.71780821917808,2.71780821917808,4,1,8
3452,1,2005,2007,2,0,0,12645.54049,0,1361,1553,1698,6.65205479452055,5.53424657534247,3.58630136986301,0,1,0
3453,0,2004,2013,2,0,0,6993.626285,0,1563,510,510,5.52876712328767,11.2712328767123,11.2712328767123,4,1,6
3454,1,2004,2011,3,0,0,8964.882828,0,2978,1196,1709,1.36438356164384,8.24109589041096,2.82739726027397,2,1,4
3455,0,2005,2007,2,0,0,7288.1521215,0,1697,1796,1796,3.25205479452055,2.72054794520548,2.72054794520548,0,1,0
3456,1,2004,2020,2,0,0,8617.067638,0,1580,1512,1040,4.02465753424658,4.86575342465753,8.91780821917808,NA,0,NA
3457,1,2005,2008,2,0,0,11401.8552115,0,1717,1797,1797,3.64657534246575,2.37534246575342,2.37534246575342,2,1,1
3460,1,2005,2008,2,0,0,12947.3814385,0,1725,1587,1610,3.2958904109589,5.6986301369863,4.43835616438356,0,1,0
3461,0,2005,2007,2,0,1,9709.686091,0,1403,1533,3454,7.58904109589041,5.63013698630137,0.495890410958904,0,1,0
3462,0,2005,2020,2,0,1,9709.686091,1,1403,1533,3454,7.58904109589041,5.63013698630137,0.495890410958904,NA,0,NA
3463,1,2004,2007,2,0,1,8885.048917,0,1778,1607,1607,1.96986301369863,3.33150684931507,3.33150684931507,0,1,0
3464,1,2004,2008,2,0,1,8885.048917,0,1778,1607,1607,1.96986301369863,3.33150684931507,3.33150684931507,1,1,1
3486,1,2005,2020,3,1,0,7433.910681,0,1705,1187,1750,2.85205479452055,8.57808219178082,2.87397260273973,NA,0,NA
3487,0,2003,2008,4,0,0,42300.52504,0,1043,1412,1682,7.86027397260274,4.92328767123288,1.45205479452055,3,1,3
3489,1,2005,2007,2,0,0,14390.229335,0,1503,1606,507,6.19452054794521,4.6986301369863,11.6931506849315,2,1,1
3490,0,2005,2017,5,0,0,17651.173478,0,1501,1773,1606,6.2027397260274,2.72054794520548,4.6986301369863,5,1,6
3491,0,2005,2014,3,0,0,12246.931016,0,1605,497,497,4.53150684931507,11.8684931506849,11.8684931506849,3,1,7
3492,1,2005,2006,4,0,0,18419.212893,0,1532,911,911,5.58082191780822,10.8328767123288,10.8328767123288,0,1,0
3497,0,2005,2019,3,1,0,7433.910681,0,1705,1750,1750,2.62191780821918,2.64383561643836,2.64383561643836,NA,0,NA
3498,0,2005,2007,3,1,0,9950.693183,0,2985,1752,1752,1.53424657534247,2.75616438356164,2.75616438356164,0,1,0
3499,0,2005,2006,2,0,0,9189.0634735,0,1716,2976,2976,2.85479452054795,1.63013698630137,1.63013698630137,0,1,0
3500,0,2005,2009,2,0,0,10880.9320035,0,2987,1739,1739,2.32602739726027,2.65205479452055,2.65205479452055,2,1,4
3501,0,2005,2008,2,0,0,11752.553657,0,1437,1623,1722,6.39178082191781,3.70684931506849,3.58904109589041,0,1,0
3504,1,2005,2006,3,1,0,14157.158975,0,930,1485,1485,11.1123287671233,6.97808219178082,6.97808219178082,0,1,0
3505,0,2005,2009,3,1,0,7495.0913365,0,1580,1040,1040,4.81917808219178,9.71232876712329,9.71232876712329,2,1,3
3507,0,2004,2013,NA,0,0,34144.021315,0,1760,2972,NA,2.82739726027397,1.16986301369863,NA,1,1,2
3508,0,2004,2005,3,0,0,8781.527984,0,1597,1794,1581,4.2958904109589,2.02465753424658,4.31780821917808,0,1,1
3513,0,2005,2006,4,0,0,18199.2233975,0,1042,453,1577,8.76164383561644,12.6630136986301,5.00821917808219,0,1,0
3514,0,2005,2006,2,0,0,6153.520184,0,1821,1504,1504,2.81369863013699,5.98356164383562,5.98356164383562,0,1,0
3515,1,2005,2010,2,0,0,10071.6590435,0,1369,1744,1744,7.7013698630137,3.55616438356164,3.55616438356164,0,1,1
3516,0,2005,2010,2,0,0,15729.3994275,0,1790,1731,1731,2.41917808219178,2.74520547945205,2.74520547945205,1,1,1
3517,0,2005,2012,2,0,0,22363.060465,0,1828,1848,1848,1.98630136986301,1.96986301369863,1.96986301369863,6,1,6
3520,0,2005,2006,2,0,0,9897.798612,0,1388,1611,1611,6.7041095890411,4.77260273972603,4.77260273972603,0,1,0
